,Timestamp,Want to learn more about Biology,Want to learn more about Synthetic biology,Want to learn more about Video games,Want to learn more about Engineering,Played Hero.Coli,Age,Gender,Interested in video games,Interested in biology,Studied biology,Play video games,Heard about Synthetic biology or BioBricks,Volunteered to answer more questions,Enjoyed playing,Genotype and phenotype,BioBricks and devices composition,Ampicillin antibiotic,Name: Plasmid,Function: TER,Name: PR,Function - game: CDS,Name: TER,Function - biology: CDS,Name: RBS,Example: CDS,Name: CDS,Function: PR,Function: RBS,Function: Plasmid,Name: Operator XXX,Device: RBS:PCONS:FLHDC:TER XXX,Device: PCONS:RBS:FLHDC:TER,Device: PBAD:RBS:GFP:TER,Device: PBAD:GFP:RBS:TER XXX,Device: GFP:RBS:PCONS:TER XXX,Device: PCONS:GFP:RBS:TER XXX,Device: AMPR:RBS:PCONS:TER XXX,Device: RBS:PCONS:AMPR:TER XXX,Green fluorescence,Unequip the movement device: effect,Device: PBAD:RBS:ARA:TER,Remarks,userId,Language,Temporality
800,2018-04-21 12:08:19+00:00,A lot,A lot,Moderately,Moderately,No / not yet,42,Male,Not at all,Moderately,Until the end of middle school,Not at all,No,Yes,Not applicable: not played yet,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,,138d0fd5-f669-45f2-b26b-4c6856dfd923,fr,pretest
801,2018-04-21 12:12:36+00:00,A lot,A lot,Slightly,Slightly,No / not yet,48,Male,Extremely,Moderately,At least until master's degree,Extremely,"Yes, but I don't exactly know what it means",Yes,Not applicable: not played yet,Edit the DNA of the bacterium,I don't know,Ampicillin,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,Flagella quickly disappear one by one,I don't know,,d54c1e02-5058-4a7b-822c-b94b1aa5437e,fr,pretest
802,2018-04-21 13:00:52+00:00,Moderately,Moderately,A lot,A lot,No / not yet,15,Male,A lot,Moderately,Until the end of high school,Extremely,"Yes, but I don't exactly know what it means",Yes,Not applicable: not played yet,I don't know,I don't know,Ampicillin,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,,c27daf06-3a56-4b68-999c-d6f451a98e69,fr,pretest
805,2018-04-21 13:13:46+00:00,Moderately,Moderately,Slightly,Slightly,I just played for the first time,42,Male,Not at all,Moderately,Until the end of middle school,Not at all,No,Yes,Moderately,Gather nanobots,DNA sequences,Ampicillin,Plasmid,TER,RBS,RBS,TER,None of these,None of these,I don't know,TER,None of these,RBS,None of these,TER,The bricks are not well-ordered,It generates green fluorescence in presence of arabinose inducer,I don't know,The bricks are not well-ordered,The bricks are not well-ordered,The bricks are not well-ordered,The bricks are not well-ordered,The bricks are not well-ordered,"In front of the doors, when the GFP device is equipped",Nothing,I don't know,,138d0fd5-f669-45f2-b26b-4c6856dfd923,fr,posttest
806,2018-04-21 13:14:31+00:00,A lot,A lot,Moderately,Moderately,I just played for the first time,48,Male,Extremely,Moderately,At least until master's degree,Extremely,"Yes, but I don't exactly know what it means",Yes,A lot,Edit the DNA of the bacterium,DNA sequences,Ampicillin,Plasmid,None of these,TER,RBS,TER,RBS,CDS,CDS,I don't know,PR,RBS,CDS,CDS,The bricks are not well-ordered,It makes it possible to move faster,It generates green fluorescence in presence of arabinose inducer,The bricks are not well-ordered,The bricks are not well-ordered,The bricks are not well-ordered,The bricks are not well-ordered,The bricks are not well-ordered,"Under blue light, when the GFP device is equipped",Flagella quickly disappear one by one,"It produces more and more arabinose after being induced, because it induces itself",,d54c1e02-5058-4a7b-822c-b94b1aa5437e,fr,posttest
809,2018-04-21 13:27:48+00:00,A lot,A lot,A lot,A lot,No / not yet,55,Male,Moderately,Moderately,Until the end of high school,Moderately,No,Yes,Not applicable: not played yet,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,,2740572c-d3e1-441c-a957-78cc8bae56d2,fr,pretest
811,2018-04-21 13:42:19+00:00,Moderately,Moderately,A lot,A lot,I just played for the first time,15,Male,A lot,Moderately,Until the end of high school,Extremely,"Yes, but I don't exactly know what it means",Yes,A lot,Edit the DNA of the bacterium,DNA sequences,Ampicillin,Plasmid,TER,I don't know,CDS,TER,PR,I don't know,CDS,I don't know,I don't know,RBS,Plasmid,I don't know,The bricks are not well-ordered,It makes it possible to move faster,It generates green fluorescence,The bricks are not well-ordered,The bricks are not well-ordered,The bricks are not well-ordered,The bricks are not well-ordered,The bricks are not well-ordered,"Under blue light, when the GFP device is equipped",Flagella quickly disappear one by one,I don't know,,c27daf06-3a56-4b68-999c-d6f451a98e69,fr,posttest
812,2018-04-21 13:48:24+00:00,Moderately,Moderately,Moderately,Moderately,I just played for the first time,55,Male,Moderately,Moderately,Until the end of high school,Moderately,No,Yes,Not at all,Edit the DNA of the bacterium,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,"Under blue light, when the GFP device is equipped",Flagella quickly disappear one by one,I don't know,,2740572c-d3e1-441c-a957-78cc8bae56d2,fr,posttest
814,2018-04-21 13:54:14+00:00,Moderately,Moderately,A lot,Moderately,No / not yet,40,Female,Slightly,Slightly,Until the end of middle school,Rarely,No,Yes,Not applicable: not played yet,Divide the bacterium,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,"Under blue light, when the GFP device is equipped",I don't know,I don't know,,91280388-8cf6-4b93-ae2b-69d955368d1c,fr,pretest
815,2018-04-21 13:59:18+00:00,Extremely,Extremely,Not at all,Moderately,No / not yet,17,Female,Moderately,A lot,Until the end of high school,Rarely,"Yes, but I don't exactly know what it means",Yes,Not applicable: not played yet,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,,393066a0-8cbb-495d-aeae-06f131b2d12a,fr,pretest
816,2018-04-21 14:00:01+00:00,Moderately,Moderately,A lot,A lot,No / not yet,16,Female,A lot,Moderately,Not even in middle school,Rarely,No,Yes,Not applicable: not played yet,I don't know,I don't know,Ampicillin,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,,23e9fbde-fd65-4163-afbd-1394e0d1fa73,fr,pretest
818,2018-04-21 14:08:50+00:00,A lot,Slightly,Not at all,Moderately,No / not yet,51,Female,Not at all,Moderately,Until bachelor's degree,Not at all,No,Yes,Not applicable: not played yet,Edit the DNA of the bacterium,DNA sequences,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,"It produces more and more arabinose after being induced, because it induces itself",,69a7c168-ac95-4fe8-bdcd-7866a6c6ab04,fr,pretest
819,2018-04-21 14:10:16+00:00,Slightly,Slightly,A lot,Moderately,I just played for the first time,40,Female,Slightly,Slightly,Until the end of middle school,Rarely,No,Yes,A bit,Move the bacterium,Proteins,Ampicillin,Plasmid,I don't know,I don't know,RBS,I don't know,I don't know,I don't know,I don't know,I don't know,PR,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,"In front of the doors, when the GFP device is equipped",The bacterium glows,I don't know,,91280388-8cf6-4b93-ae2b-69d955368d1c,fr,posttest
822,2018-04-21 14:29:53+00:00,Slightly,Moderately,A lot,Moderately,No / not yet,15,Female,A lot,Slightly,Not even in middle school,Extremely,No,Yes,Not applicable: not played yet,Move the bacterium,Amino-acids,I don't know,PR,TER,PR,None of these,RBS,TER,CDS,Plasmid,I don't know,TER,PR,I don't know,Plasmid,The bricks are not well-ordered,It generates green fluorescence in presence of arabinose inducer,It makes it possible to move faster,It generates antibiotic resistance,I don't know,The bricks are not well-ordered,It generates green fluorescence,It generates green fluorescence in presence of arabinose inducer,"Under blue light, when the GFP device is equipped",Flagella quickly disappear one by one,It produces nothing since it induces itself,,b20c3f09-9179-43ca-9fb7-e845e97c8fd5,fr,pretest
823,2018-04-21 15:04:47+00:00,Moderately,Moderately,Moderately,Moderately,I just played for the first time,16,Female,A lot,Moderately,Not even in middle school,Rarely,No,Yes,Moderately,Edit the DNA of the bacterium,I don't know,Ampicillin,Plasmid,None of these,PR,RBS,None of these,I don't know,RBS,PR,I don't know,TER,None of these,Plasmid,I don't know,The bricks are not well-ordered,It makes it possible to move faster,It generates green fluorescence in presence of arabinose inducer,The bricks are not well-ordered,The bricks are not well-ordered,The bricks are not well-ordered,The bricks are not well-ordered,The bricks are not well-ordered,"Under blue light, when the GFP device is equipped",Flagella quickly disappear one by one,I don't know,,23e9fbde-fd65-4163-afbd-1394e0d1fa73,fr,posttest
824,2018-04-21 15:12:16+00:00,Moderately,Not at all,A lot,Not at all,I just played for the first time,15,Female,A lot,Slightly,Not even in middle school,Extremely,No,Yes,Moderately,Edit the DNA of the bacterium,DNA sequences,Terminator,Plasmid,CDS,TER,Plasmid,RBS,TER,CDS,TER,None of these,CDS,Plasmid,CDS,RBS,The bricks are not well-ordered,The bricks are not well-ordered,The bricks are not well-ordered,It generates green fluorescence,It generates green fluorescence in presence of arabinose inducer,It makes it possible to move faster,It generates green fluorescence,It generates antibiotic resistance,"In front of the doors, all the time",The bacterium dies,"It produces more and more arabinose after being induced, because it induces itself",,b20c3f09-9179-43ca-9fb7-e845e97c8fd5,fr,posttest
826,2018-04-21 15:23:28+00:00,Extremely,A lot,Not at all,Slightly,I just played for the first time,17,Female,Moderately,A lot,Until the end of high school,Rarely,"Yes, but I don't exactly know what it means",Yes,A lot,Edit the DNA of the bacterium,DNA sequences,Ampicillin,Plasmid,TER,I don't know,RBS,TER,None of these,PR,CDS,CDS,None of these,RBS,Plasmid,I don't know,The bricks are not well-ordered,The bricks are not well-ordered,The bricks are not well-ordered,It generates green fluorescence,The bricks are not well-ordered,It generates green fluorescence in presence of arabinose inducer,I don't know,I don't know,"Under blue light, when the GFP device is equipped",Flagella quickly disappear one by one,I don't know,,393066a0-8cbb-495d-aeae-06f131b2d12a,fr,posttest
827,2018-04-21 15:25:35+00:00,A lot,Slightly,Not at all,Slightly,I just played for the first time,51,Female,Not at all,Moderately,Until bachelor's degree,Not at all,No,Yes,Moderately,Edit the DNA of the bacterium,DNA sequences,Arabinose,Plasmid,TER,PR,RBS,None of these,CDS,None of these,RBS,CDS,PR,RBS,Plasmid,I don't know,It generates green fluorescence,It generates green fluorescence,It makes it possible to move faster,It makes it possible to move faster,I don't know,It makes it possible to move faster,I don't know,It generates antibiotic resistance,"In front of the doors, when the GFP device is equipped",Flagella quickly disappear one by one,I don't know,,69a7c168-ac95-4fe8-bdcd-7866a6c6ab04,fr,posttest
828,2018-04-21 15:26:54+00:00,Moderately,Moderately,Extremely,Moderately,No / not yet,39,Male,Extremely,Not at all,Until the end of middle school,A lot,"Yes, but I don't exactly know what it means",Yes,Not applicable: not played yet,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,RBS,TER,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,,ad3ddd76-3ff0-44b7-8ea7-56c1c896b4ee,fr,pretest
829,2018-04-21 15:31:30+00:00,A lot,A lot,Extremely,Extremely,No / not yet,19,Female,A lot,Moderately,Until the end of high school,Moderately,"Yes, but I don't exactly know what it means",Yes,Not applicable: not played yet,Edit the DNA of the bacterium,I don't know,Ampicillin,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,,8af8b090-dfe5-4e15-bc78-cf4a7d2b1dc8,fr,pretest
832,2018-04-21 16:05:13+00:00,Moderately,Moderately,A lot,Moderately,I just played for the first time,39,Male,Extremely,Not at all,Until the end of middle school,A lot,"Yes, but I don't exactly know what it means",Yes,A lot,Edit the DNA of the bacterium,DNA sequences,Ampicillin,I don't know,TER,I don't know,RBS,TER,None of these,PR,I don't know,CDS,PR,Plasmid,Plasmid,CDS,The bricks are not well-ordered,It makes it possible to move faster,It generates green fluorescence in presence of arabinose inducer,It generates green fluorescence in presence of arabinose inducer,The bricks are not well-ordered,It generates green fluorescence,The bricks are not well-ordered,The bricks are not well-ordered,"Under blue light, when the GFP device is equipped",Flagella quickly disappear one by one,It is active only in arabinose clouds,"Instructif, merci !",ad3ddd76-3ff0-44b7-8ea7-56c1c896b4ee,fr,posttest
834,2018-04-21 16:37:15+00:00,A lot,A lot,Extremely,Extremely,I just played for the first time,19,Female,A lot,Moderately,Until the end of high school,Moderately,"Yes, but I don't exactly know what it means",Yes,A lot,Edit the DNA of the bacterium,DNA sequences,Ampicillin,None of these,None of these,Plasmid,CDS,TER,CDS,RBS,CDS,CDS,None of these,RBS,Plasmid,PR,The bricks are not well-ordered,It makes it possible to move faster,It generates green fluorescence in presence of arabinose inducer,The bricks are not well-ordered,The bricks are not well-ordered,The bricks are not well-ordered,The bricks are not well-ordered,The bricks are not well-ordered,"Under blue light, when the GFP device is equipped",Flagella quickly disappear one by one,I don't know,,8af8b090-dfe5-4e15-bc78-cf4a7d2b1dc8,fr,posttest
845,2018-04-24 11:42:19+00:00,Moderately,Not at all,Slightly,Moderately,No / not yet,12,Male,Slightly,Moderately,Until the end of middle school,Rarely,"Yes, but I don't exactly know what it means",Yes,Not applicable: not played yet,Edit the DNA of the bacterium,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,The bacterium dies,I don't know,,daedb3c9-2dc0-496c-af1f-d1fd37ba7e86,fr,pretest
846,2018-04-24 12:15:05+00:00,Extremely,A lot,A lot,Moderately,No / not yet,12,Male,Extremely,A lot,Until the end of middle school,Extremely,"Yes, but I don't exactly know what it means",Yes,Not applicable: not played yet,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,TER,None of these,Plasmid,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,,9ea63ec1-ea3b-43ff-92cf-05aa50ccfafd,fr,pretest
847,2018-04-24 12:15:34+00:00,A lot,Moderately,A lot,A lot,No / not yet,13,Male,Moderately,Slightly,Not even in middle school,Moderately,No,Yes,Not applicable: not played yet,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,TER,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,,9fe6ae61-bcbd-4086-8e64-832fb018a439,fr,pretest
849,2018-04-24 12:35:42+00:00,Not at all,Not at all,A lot,Not at all,No / not yet,12,Male,Extremely,Not at all,Not even in middle school,Extremely,No,Yes,A lot,I don't know,I don't know,I don't know,I don't know,PR,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,,265cae4d-4cf9-49e0-a02e-91c802b10e5a,fr,pretest
850,2018-04-24 12:52:08+00:00,A lot,Slightly,A lot,A lot,I just played for the first time,13,Male,Moderately,Slightly,Not even in middle school,Moderately,No,Yes,Moderately,Edit the DNA of the bacterium,DNA sequences,I don't know,I don't know,None of these,I don't know,None of these,TER,None of these,RBS,I don't know,I don't know,PR,I don't know,None of these,CDS,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,"Under blue light, when the GFP device is equipped",The bacterium glows,I don't know,,9fe6ae61-bcbd-4086-8e64-832fb018a439,fr,posttest
851,2018-04-24 12:52:17+00:00,A lot,A lot,Extremely,Moderately,I just played for the first time,12,Male,Extremely,A lot,Until the end of middle school,Extremely,"Yes, but I don't exactly know what it means",Yes,Moderately,Edit the DNA of the bacterium,RNA sequences,I don't know,None of these,I don't know,TER,I don't know,I don't know,I don't know,I don't know,I don't know,CDS,None of these,RBS,Plasmid,I don't know,The bricks are not well-ordered,The bricks are not well-ordered,The bricks are not well-ordered,The bricks are not well-ordered,The bricks are not well-ordered,It generates green fluorescence in presence of arabinose inducer,It makes it possible to move faster,The bricks are not well-ordered,"Under blue light, all the time",Flagella quickly disappear one by one,I don't know,,9ea63ec1-ea3b-43ff-92cf-05aa50ccfafd,fr,posttest
852,2018-04-24 12:59:20+00:00,Slightly,Slightly,Slightly,Moderately,I just played for the first time,12,Male,Slightly,Moderately,Until the end of middle school,Rarely,"Yes, but I don't exactly know what it means",Yes,A lot,Edit the DNA of the bacterium,DNA sequences,Ampicillin,I don't know,TER,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,The bricks are not well-ordered,It generates green fluorescence,The bricks are not well-ordered,The bricks are not well-ordered,It makes it possible to move faster,The bricks are not well-ordered,The bricks are not well-ordered,The bricks are not well-ordered,"Under blue light, all the time",The bacterium dies,I don't know,,daedb3c9-2dc0-496c-af1f-d1fd37ba7e86,fr,posttest
853,2018-04-24 13:00:04+00:00,A lot,Moderately,A lot,A lot,No / not yet,18,Male,Extremely,Moderately,Not even in middle school,A lot,"Yes, but I don't exactly know what it means",Yes,Not applicable: not played yet,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,TER,Plasmid,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,,69835f7b-13f1-4e3d-9f2e-c17e0f54c218,fr,pretest
855,2018-04-24 13:08:09+00:00,Not at all,Not at all,Extremely,Not at all,I just played for the first time,12,Male,Extremely,Not at all,Not even in middle school,Extremely,No,Yes,Moderately,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,,265cae4d-4cf9-49e0-a02e-91c802b10e5a,fr,posttest
856,2018-04-24 13:26:24+00:00,Extremely,Extremely,A lot,Extremely,No / not yet,20,Male,Extremely,Extremely,Until the end of high school,Extremely,"Yes, but I don't exactly know what it means",Yes,Not applicable: not played yet,Edit the DNA of the bacterium,DNA sequences,Ampicillin,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,"Under blue light, when the GFP device is equipped",The bacterium dies,It is active only in arabinose clouds,,94abd890-c3d9-4925-9483-7480d4c865a6,fr,pretest
857,2018-04-24 13:28:11+00:00,Extremely,A lot,A lot,Moderately,No / not yet,20,Female,A lot,Extremely,Until bachelor's degree,Moderately,"Yes, but I don't exactly know what it means",Yes,Not applicable: not played yet,Edit the DNA of the bacterium,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,,3d75c635-4d81-4ce9-85e8-ce1f91b3b372,fr,pretest
858,2018-04-24 13:59:49+00:00,A lot,A lot,A lot,Moderately,I just played for the first time,18,Male,Extremely,Moderately,Not even in middle school,A lot,"Yes, but I don't exactly know what it means",Yes,A lot,Edit the DNA of the bacterium,DNA sequences,I don't know,I don't know,None of these,I don't know,RBS,None of these,RBS,CDS,TER,Plasmid,Plasmid,I don't know,I don't know,I don't know,The bricks are not well-ordered,I don't know,The bricks are not well-ordered,The bricks are not well-ordered,It makes it possible to move faster,It generates green fluorescence,I don't know,The bricks are not well-ordered,"Under blue light, all the time",Nothing,I don't know,jai aimé le jeu et c'est musique,69835f7b-13f1-4e3d-9f2e-c17e0f54c218,fr,posttest
859,2018-04-24 14:18:32+00:00,Extremely,A lot,A lot,Moderately,I just played for the first time,20,Female,A lot,Extremely,Until bachelor's degree,Moderately,"Yes, but I don't exactly know what it means",Yes,Moderately,Edit the DNA of the bacterium,DNA sequences,Ampicillin,Plasmid,TER,CDS,PR,TER,I don't know,TER,PR,I don't know,RBS,RBS,PR,I don't know,The bricks are not well-ordered,It makes it possible to move faster,It generates green fluorescence in presence of arabinose inducer,It generates green fluorescence,The bricks are not well-ordered,I don't know,The bricks are not well-ordered,The bricks are not well-ordered,I don't know,I don't know,I don't know,,3d75c635-4d81-4ce9-85e8-ce1f91b3b372,fr,posttest
860,2018-04-24 14:19:07+00:00,Extremely,Extremely,Extremely,Extremely,I just played for the first time,20,Male,Extremely,Extremely,Until the end of high school,Extremely,"Yes, but I don't exactly know what it means",Yes,Extremely,Edit the DNA of the bacterium,DNA sequences,Ampicillin,TER,TER,PR,CDS,TER,CDS,RBS,CDS,PR,CDS,RBS,Plasmid,PR,The bricks are not well-ordered,The bricks are not well-ordered,It generates green fluorescence,The bricks are not well-ordered,The bricks are not well-ordered,It generates green fluorescence in presence of arabinose inducer,The bricks are not well-ordered,The bricks are not well-ordered,"Under blue light, all the time",Flagella quickly disappear one by one,It is active only in arabinose clouds,,94abd890-c3d9-4925-9483-7480d4c865a6,fr,posttest
865,2018-04-24 15:20:36+00:00,Slightly,Slightly,A lot,Extremely,No / not yet,23,Male,A lot,Slightly,Not even in middle school,Moderately,No,Yes,Not applicable: not played yet,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,None of these,I don't know,I don't know,I don't know,I don't know,RBS,TER,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,,32f3be97-94fb-4a61-893a-8d60715c3513,fr,pretest
866,2018-04-24 15:22:40+00:00,A lot,A lot,Slightly,Extremely,No / not yet,39,Male,Not at all,Moderately,Until the end of middle school,Not at all,No,Yes,Not applicable: not played yet,I don't know,I don't know,Ampicillin,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,,8cf68358-747f-4351-8717-ba7933cb428b,fr,pretest
867,2018-04-24 16:01:48+00:00,Slightly,Slightly,Extremely,Slightly,No / not yet,23,Male,Extremely,Not at all,Not even in middle school,Extremely,No,Yes,Extremely,I don't know,DNA sequences,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,TER,I don't know,Plasmid,RBS,I don't know,I don't know,The bricks are not well-ordered,It generates green fluorescence,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,c'est un questionnaire très intersent ,52582e45-507b-45ce-b68f-19af8f9cd791,fr,pretest
868,2018-04-24 16:30:44+00:00,Slightly,Slightly,Moderately,Extremely,I just played for the first time,23,Male,A lot,Slightly,Not even in middle school,Moderately,No,Yes,Moderately,Edit the DNA of the bacterium,I don't know,Ampicillin,Plasmid,TER,I don't know,I don't know,TER,I don't know,PR,I don't know,I don't know,RBS,RBS,PR,PR,The bricks are not well-ordered,The bricks are not well-ordered,The bricks are not well-ordered,I don't know,The bricks are not well-ordered,I don't know,The bricks are not well-ordered,The bricks are not well-ordered,"Under blue light, when the GFP device is equipped",The bacterium glows,I don't know,,32f3be97-94fb-4a61-893a-8d60715c3513,fr,posttest
869,2018-04-24 16:35:35+00:00,Not at all,A lot,Extremely,Not at all,I just played for the first time,23,Male,Extremely,Not at all,Not even in middle school,Extremely,No,Yes,A lot,Gather nanobots,DNA sequences,Ampicillin,Plasmid,Plasmid,I don't know,I don't know,CDS,TER,I don't know,I don't know,I don't know,Plasmid,I don't know,I don't know,I don't know,The bricks are not well-ordered,It makes it possible to move faster,The bricks are not well-ordered,The bricks are not well-ordered,The bricks are not well-ordered,It makes it possible to move faster,It generates green fluorescence in presence of arabinose inducer,It generates green fluorescence,"In front of the doors, all the time",Nothing,I don't know,j'ai bien aimé ce questionnaire il est interésent  ,52582e45-507b-45ce-b68f-19af8f9cd791,fr,posttest
870,2018-04-24 16:38:07+00:00,A lot,A lot,Not at all,Extremely,I just played for the first time,39,Male,Not at all,Moderately,Until the end of middle school,Not at all,No,Yes,A lot,Gather nanobots,RNA sequences,Ampicillin,Plasmid,Plasmid,PR,RBS,TER,CDS,CDS,I don't know,PR,I don't know,I don't know,Plasmid,RBS,The bricks are not well-ordered,It makes it possible to move faster,I don't know,The bricks are not well-ordered,The bricks are not well-ordered,The bricks are not well-ordered,The bricks are not well-ordered,The bricks are not well-ordered,"Under blue light, when the GFP device is equipped",Flagella quickly disappear one by one,I don't know,"Trés bon travail, merci pour cette expérience! bonne continuation.",8cf68358-747f-4351-8717-ba7933cb428b,fr,posttest
873,2018-04-25 11:23:55+00:00,Not at all,Not at all,A lot,Not at all,No / not yet,17,Male,A lot,Not at all,Until the end of middle school,Moderately,No,Yes,Not applicable: not played yet,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,,44ad1518-dafe-4e57-bf41-64b7801b6fb8,fr,pretest
874,2018-04-25 11:36:14+00:00,Moderately,Moderately,Slightly,Slightly,No / not yet,45,Female,Not at all,Moderately,Until the end of high school,Not at all,No,Yes,Not applicable: not played yet,Edit the DNA of the bacterium,I don't know,Ampicillin,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,,ff3f7744-41bc-4f49-a081-dea48bf12145,fr,pretest
