"Timestamp","Are you interested in learning more about... [Biology]","Are you interested in learning more about... [Synthetic biology]","Are you interested in learning more about... [Video games]","Are you interested in learning more about... [Engineering]","Have you ever played Hero.Coli?","How old are you?"," [What is your gender?]"," [Are you interested in video games?]"," [Are you interested in biology?]"," [How long have you studied biology?]"," [Do you play video games?]"," [Have you ever heard about synthetic biology or BioBricks, outside of Hero.Coli?]","Do you volunteer to contribute to our study by answering 9 more questions? (5 min)"," [Did you enjoy playing the game?]"," [In order to modify the abilities of the bacterium, you have to...]"," [What are BioBricks and devices?]"," [Find the antibiotic:]","BioBricks: [Plasmid is...]","BioBricks: [Represents the end of a device...]","BioBricks: [Promoter is...]","BioBricks: [Represents the ability given...]","BioBricks: [Terminator is...]","BioBricks: [Codes a protein...]","BioBricks: [RBS is...]","BioBricks: [Can represent GFP...]","BioBricks: [Coding Sequence is...]","BioBricks: [Controls when the device is active...]","BioBricks: [Controls the level of expression, and thus how much the ability will be affected...]","BioBricks: [Makes it possible to equip an additional device.]","BioBricks: [Operator is...]"," [device 1]"," [device 2]"," [device 3]"," [device 4]"," [device 5]"," [device 6]"," [device 7]"," [device 8]"," [When does green fluorescence happen?]"," [What happens when you unequip the movement device?]","Last question. Next page only contains remarks. [Guess: you have crafted a functional device containing an arabinose-induced promoter and an arabinose Coding Sequence (CDS). What will happen?]","You can write down remarks here.","⚠ Do not edit"
"2018/04/18 1:26:57 PM GMT+2","Moderately","Moderately","Moderately","Moderately","I just played for the first time","","","","","","","","","Not applicable: not played yet","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","","57de2b51-2d25-4e9a-935f-a112ef33843a"
"2018/04/18 3:14:51 PM GMT+2","Extremely","Extremely","Extremely","Extremely","No / not yet","23","Male","Extremely","Extremely","At least until master's degree","Moderately","Yes, and I know what it means","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ca3c6d9a-5d8f-4333-93d6-bbc4b0c5e32e"
"2018/04/18 3:35:46 PM GMT+2","Moderately","Not at all","Slightly","Slightly","No / not yet","14","Male","Slightly","Moderately","Until the end of middle school","Moderately","No","Yes","Not applicable: not played yet","I don't know","I don't know","Ampicillin","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","doesn't work if you don't fill the extra 5 minutes on windows asus ux360cak chrome","884a5530-047a-4ff6-9237-784ccea05ea4"
"2018/04/18 4:22:11 PM GMT+2","A lot","A lot","A lot","A lot","I just played for the first time","","","","","","","","","A lot","Edit the DNA of the bacterium","RNA sequences","Terminator","I don't know","5","1","4","I don't know","None of these","I don't know","I don't know","1","2","3","3","I don't know","It generates green fluorescence in presence of arabinose inducer","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","In front of the doors, when the GFP device is equipped","The bacterium glows","I don't know","","39b30a7e-ff49-427d-bdb6-f387e56ba5db"
"2018/04/18 6:49:10 PM GMT+2","A lot","Moderately","Slightly","Slightly","No / not yet","27","Female","Moderately","A lot","At least until master's degree","Rarely","No","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","69fbb7f7-b282-4bfa-bda6-81b49e3373d9"
"2018/04/19 1:07:15 AM GMT+2","Not at all","Not at all","Not at all","Not at all","No / not yet","19","Male","A lot","Not at all","Not even in middle school","Not at all","No","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0b1ecca7-5276-4ec7-a05c-9fafe8c19d7b"
"2018/04/19 1:25:47 AM GMT+2","Moderately","Extremely","A lot","Extremely","No / not yet","17","Male","A lot","A lot","Until the end of high school","A lot","Yes, but I don't exactly know what it means","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","abbf78ac-d9aa-4fb0-aa0b-f5f40a57838e"
"2018/04/19 1:27:26 AM GMT+2","Not at all","Not at all","Not at all","Not at all","I played recently on an other computer","15","Female","Not at all","Not at all","Not even in middle school","Not at all","No","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","066d77c2-f8ef-439f-95ef-70b5a6a25cc7"
"2018/04/19 1:49:34 AM GMT+2","A lot","Extremely","A lot","Extremely","I just played for the first time","","","","","","","","","Moderately","Edit the DNA of the bacterium","DNA sequences","Ampicillin","I don't know","4","3","None of these","1","1","I don't know","4","5","None of these","None of these","1","I don't know","It makes it possible to move faster","The bricks are not well-ordered","It generates green fluorescence in presence of arabinose inducer","The bricks are not well-ordered","I don't know","I don't know","I don't know","I don't know","Under blue light, when the GFP device is equipped","Flagella quickly disappear one by one","I don't know","none","abbf78ac-d9aa-4fb0-aa0b-f5f40a57838e"
"2018/04/19 2:07:51 AM GMT+2","Extremely","Extremely","Extremely","Extremely","No / not yet","13","Male","Extremely","Extremely","Until the end of middle school","A lot","No","Yes","Extremely","I don't know","I don't know","Ampicillin","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","","d669d649-309d-4d4b-8aa9-b545a5aed62e"
"2018/04/19 5:12:13 AM GMT+2","Moderately","Moderately","Moderately","Moderately","No / not yet","26","Male","Moderately","Moderately","Until bachelor's degree","A lot","No","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","d4aee963-4492-4f10-90c6-87eaa8e61529"
"2018/04/19 6:13:08 AM GMT+2","Not at all","Not at all","Not at all","Not at all","I played it some time ago","33","Female","Not at all","Not at all","Not even in middle school","Not at all","No","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","d5752d09-5187-43c9-9cfa-02103d1890c7"
"2018/04/19 8:40:47 PM GMT+2","Extremely","Extremely","Moderately","A lot","No / not yet","24","Male","Moderately","A lot","At least until master's degree","Rarely","Yes, and I know what it means","Yes","Not applicable: not played yet","I don't know","I don't know","I don't know","5","1","2","I don't know","1","3","4","3","3","2","4","I don't know","None of these","The bricks are not well-ordered","I don't know","It generates green fluorescence in presence of arabinose inducer","I don't know","The bricks are not well-ordered","It generates green fluorescence","The bricks are not well-ordered","The bricks are not well-ordered","I don't know","I don't know","It produces more and more arabinose after being induced, because it induces itself","","7b4461d0-2329-4226-9e2c-880066773352"
"2018/04/20 12:40:44 AM GMT+2","Slightly","Slightly","Moderately","Slightly","No / not yet","35","Male","Extremely","Moderately","Not even in middle school","Moderately","No","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9c941ac1-214f-44fe-9913-e608d09d6cfe"
"2018/04/20 1:36:45 AM GMT+2","Slightly","Extremely","Not at all","Moderately","No / not yet","21","Male","Slightly","A lot","Until bachelor's degree","Rarely","Yes, and I know what it means","Yes","Not applicable: not played yet","Edit the DNA of the bacterium","DNA sequences","Ampicillin","5","None of these","1","I don't know","I don't know","1","1","I don't know","1","4","I don't know","I don't know","1","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","","c6f53c89-a931-40e9-b859-40282c4432eb"
"2018/04/20 1:30:47 PM GMT+2","Moderately","A lot","Slightly","Moderately","I just played for the first time","","","","","","","","","Moderately","I don't know","I don't know","Terminator","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","5","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","It generates antibiotic resistance","I don't know","I don't know","I don't know","I don't know","It generates green fluorescence","I don't know","I don't know","I don't know","The bacterium glows","I don't know","","4b19e51b-c81f-4cbb-af72-0dced3bbb52b"
"2018/04/20 1:44:50 PM GMT+2","A lot","Moderately","Slightly","Slightly","No / not yet"," 19","Female","Moderately","A lot","Until the end of middle school","Moderately","Yes, but I don't exactly know what it means","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ad580e35-08d5-45f7-9480-52b54c814d75"
"2018/04/20 2:23:49 PM GMT+2","A lot","Moderately","Slightly","Slightly","I just played for the first time","","","","","","","","","Not at all","I don't know","DNA sequences","Ampicillin","I don't know","None of these","2","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","The bricks are not well-ordered","It makes it possible to move faster","It generates green fluorescence","The bricks are not well-ordered","The bricks are not well-ordered","It generates green fluorescence in presence of arabinose inducer","The bricks are not well-ordered","It generates antibiotic resistance","Under blue light, when the GFP device is equipped","Flagella quickly disappear one by one","I don't know","","ad580e35-08d5-45f7-9480-52b54c814d75"
"2018/04/20 3:09:20 PM GMT+2","Slightly","Moderately","Slightly","Extremely","No / not yet","15","Female","Slightly","Moderately","Until the end of high school","Not at all","Yes, but I don't exactly know what it means","Yes","Not applicable: not played yet","Divide the bacterium","RNA sequences","Ampicillin","I don't know","I don't know","I don't know","I don't know","1","5","2","I don't know","1","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","Under blue light, when the GFP device is equipped","The bacterium glows","It is active only in arabinose clouds","","78e2585b-4ae2-4c55-a4a2-ed3707ed2fef"
"2018/04/20 3:11:50 PM GMT+2","Moderately","A lot","Moderately","Slightly","No / not yet","15","Female","Moderately","Moderately","Not even in middle school","Moderately","No","Yes","Not applicable: not played yet","Edit the DNA of the bacterium","I don't know","I don't know","I don't know","5","2","4","1","I don't know","5","5","5","3","3","1","4","The bricks are not well-ordered","It generates green fluorescence in presence of arabinose inducer","It generates green fluorescence","It makes it possible to move faster","The bricks are not well-ordered","It generates green fluorescence","The bricks are not well-ordered","The bricks are not well-ordered","Under blue light, when the GFP device is equipped","The bacterium dies","I don't know","","51e2b96c-3258-49d6-b188-76b1588578d9"
"2018/04/20 3:14:25 PM GMT+2","Slightly","Moderately","Extremely","Slightly","No / not yet","21","Female","A lot","Slightly","Until the end of middle school","Moderately","Yes, but I don't exactly know what it means","Yes","Not applicable: not played yet","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","","315e916f-fc68-4ab5-8a14-08999dd6dc5e"
"2018/04/20 3:39:45 PM GMT+2","Slightly","Moderately","Slightly","A lot","I just played for the first time","","","","","","","","","Not at all","Edit the DNA of the bacterium","RNA sequences","Ampicillin","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","Under blue light, when the GFP device is equipped","Flagella quickly disappear one by one","It is active only in arabinose clouds","","78e2585b-4ae2-4c55-a4a2-ed3707ed2fef"
"2018/04/20 3:44:49 PM GMT+2","A lot","Moderately","Slightly","Slightly","No / not yet","15","Female","Slightly","Moderately","Until the end of high school","Rarely","No","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","b21a6046-8129-4af9-a8fa-f6e293b73392"
"2018/04/20 3:48:43 PM GMT+2","A lot","Moderately","Slightly","Slightly","I just played for the first time","","","","","","","","","Moderately","Edit the DNA of the bacterium","I don't know","Ampicillin","4","None of these","I don't know","4","None of these","2","5","3","4","1","2","1","1","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","Under blue light, when the GFP device is equipped","I don't know","I don't know","","b21a6046-8129-4af9-a8fa-f6e293b73392"
"2018/04/20 3:53:18 PM GMT+2","Slightly","Moderately","A lot","Slightly","I just played for the first time","","","","","","","","","Moderately","Edit the DNA of the bacterium","RNA sequences","Ampicillin","I don't know","1","2","2","1","5","I don't know","I don't know","5","3","3","2","4","The bricks are not well-ordered","It generates green fluorescence","It generates green fluorescence in presence of arabinose inducer","It generates antibiotic resistance","The bricks are not well-ordered","It generates antibiotic resistance","The bricks are not well-ordered","The bricks are not well-ordered","Under blue light, when the GFP device is equipped","Flagella quickly disappear one by one","It is active only in arabinose clouds","","51e2b96c-3258-49d6-b188-76b1588578d9"
"2018/04/20 3:57:30 PM GMT+2","A lot","A lot","Extremely","Extremely","No / not yet","20","Male","Extremely","A lot","Until the end of high school","Extremely","No","Yes","Not applicable: not played yet","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","5","1","I don't know","I don't know","I don't know","3","I don't know","4","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","Flagella quickly disappear one by one","I don't know","","f3917a26-aeb8-49e7-b322-f84889bdf8bc"
"2018/04/20 4:00:22 PM GMT+2","Slightly","Slightly","Slightly","Slightly","No / not yet","30","Female","Slightly","Slightly","At least until master's degree","A lot","Yes, but I don't exactly know what it means","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8a0ceb0d-64cb-4d10-95f3-657933758152"
"2018/04/20 4:02:42 PM GMT+2","A lot","Moderately","A lot","Extremely","No / not yet","15","Male","Extremely","A lot","Until the end of high school","A lot","Yes, but I don't exactly know what it means","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0c58f443-adfe-4d0b-84d5-7c908b2e92f2"
"2018/04/20 4:36:48 PM GMT+2","Moderately","Moderately","Extremely","Slightly","I just played for the first time","","","","","","","","","Moderately","Edit the DNA of the bacterium","DNA sequences","Ampicillin","5","None of these","1","4","None of these","3","3","1","5","3","4","5","3","The bricks are not well-ordered","It generates green fluorescence","I don't know","I don't know","The bricks are not well-ordered","I don't know","The bricks are not well-ordered","The bricks are not well-ordered","Under blue light, when the GFP device is equipped","Flagella quickly disappear one by one","I don't know","","315e916f-fc68-4ab5-8a14-08999dd6dc5e"
"2018/04/20 4:48:11 PM GMT+2","A lot","A lot","Extremely","Extremely","I just played for the first time","","","","","","","","","Extremely","Edit the DNA of the bacterium","Proteins","Ampicillin","5","1","2","3","1","3","3","3","1","1","4","5","I don't know","The bricks are not well-ordered","The bricks are not well-ordered","The bricks are not well-ordered","It generates green fluorescence","The bricks are not well-ordered","It generates green fluorescence","The bricks are not well-ordered","The bricks are not well-ordered","Under blue light, when the GFP device is equipped","Flagella quickly disappear one by one","It produces more and more arabinose after being induced, because it induces itself","Very pleasant to play, perhaps the scientific vocabular was a bit surprising at first, but it remains very easy to play with, fun, complex enough and not too punishing - even though some parts were very tricky.","f3917a26-aeb8-49e7-b322-f84889bdf8bc"
"2018/04/20 5:07:47 PM GMT+2","Slightly","Slightly","Slightly","Moderately","No / not yet","39","Female","Slightly","Moderately","Until the end of middle school","Rarely","No","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","a637c17e-fdaf-4fa8-917d-e338e00a2eeb"
"2018/04/20 5:40:55 PM GMT+2","Slightly","Slightly","Not at all","Slightly","I just played for the first time","","","","","","","","","Not applicable: not played yet","Gather nanorobots","I don't know","Terminator","I don't know","I don't know","I don't know","5","1","I don't know","I don't know","4","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","Under blue light, when the GFP device is equipped","I don't know","I don't know","It is not clear explanation.","a637c17e-fdaf-4fa8-917d-e338e00a2eeb"
"2018/04/20 10:23:45 PM GMT+2","Extremely","Extremely","Extremely","Extremely","No / not yet","13","Male","Extremely","Extremely","Until the end of middle school","Extremely","No","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","826590c8-30f5-4782-9de0-f23db565a910"
"2018/04/20 10:30:50 PM GMT+2","Moderately","Moderately","Moderately","Moderately","No / not yet","18","Male","Moderately","Moderately","Until the end of high school","Moderately","Yes, but I don't exactly know what it means","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","96b9ae9c-d1a8-4d57-91a1-b3a1a9658866"
"2018/04/21 7:02:36 PM GMT+2","Not at all","Not at all","Not at all","Not at all","I just played for the first time","","","","","","","","","Not applicable: not played yet","Gather nanorobots","RNA sequences","Ampicillin","None of these","None of these","None of these","None of these","None of these","None of these","None of these","None of these","None of these","None of these","None of these","None of these","None of these","The bricks are not well-ordered","The bricks are not well-ordered","The bricks are not well-ordered","The bricks are not well-ordered","The bricks are not well-ordered","The bricks are not well-ordered","The bricks are not well-ordered","The bricks are not well-ordered","Under blue light, when the GFP device is equipped","The bacterium glows","It produces arabinose all the time","","624d4f6f-a425-41d7-be5d-3a07565e6ec0"
"2018/04/21 8:19:31 PM GMT+2","Extremely","Extremely","Extremely","Extremely","I just played for the first time","","","","","","","","","Not applicable: not played yet","I don't know","I don't know","I don't know","5","4","1","4","2","1","1","4","3","3","3","3","5","I don't know","It generates green fluorescence","It generates antibiotic resistance","It generates green fluorescence in presence of arabinose inducer","It makes it possible to move faster","It generates green fluorescence","The bricks are not well-ordered","The bricks are not well-ordered","In front of the doors, all the time","The bacterium dies","It produces more and more arabinose after being induced, because it induces itself","why","c6751bee-a692-4488-8b6f-51143bff7255"
"2018/04/21 10:51:29 PM GMT+2","Extremely","Moderately","Not at all","Not at all","No / not yet","37","Female","Moderately","Extremely","At least until master's degree","Rarely","No","Yes","Not applicable: not played yet","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","","eebf7773-6027-4b36-956a-7dae44f0bdea"
"2018/04/22 10:34:33 AM GMT+2","Extremely","Slightly","A lot","Slightly","No / not yet","15","Male","A lot","A lot","Until the end of middle school","Moderately","Yes, but I don't exactly know what it means","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","82c40cb5-dde2-4062-82f3-14936f52d844"
"2018/04/22 3:11:57 PM GMT+2","A lot","A lot","Moderately","Moderately","No / not yet","35","Male","A lot","A lot","Until the end of middle school","Extremely","No","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","f843f81c-d0ec-4bbf-b005-b20d5a119889"
"2018/04/22 11:06:13 PM GMT+2","Moderately","A lot","A lot","A lot","No / not yet","35","Male","A lot","Moderately","Until the end of high school","Moderately","Yes, but I don't exactly know what it means","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","f39fc3cb-da54-4628-a4fa-26ea9739c1ff"
"2018/04/23 12:59:26 AM GMT+2","Not at all","Extremely","Slightly","Moderately","I just played for the first time","","","","","","","","","Not applicable: not played yet","Gather nanorobots","RNA sequences","Ampicillin","None of these","None of these","None of these","None of these","None of these","None of these","None of these","None of these","None of these","None of these","None of these","None of these","None of these","The bricks are not well-ordered","The bricks are not well-ordered","The bricks are not well-ordered","The bricks are not well-ordered","The bricks are not well-ordered","The bricks are not well-ordered","The bricks are not well-ordered","The bricks are not well-ordered","Under blue light, when the GFP device is equipped","The bacterium glows","It produces arabinose all the time","","c0c9be87-f78b-4acf-ac90-7e514a8ed58f"
"2018/04/23 1:36:27 PM GMT+2","A lot","A lot","Moderately","Extremely","No / not yet","27","Male","A lot","Extremely","Until the end of high school","A lot","Yes, but I don't exactly know what it means","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","336865b9-5f3b-4137-bc66-ee88dc4dd947"
"2018/04/23 7:00:52 PM GMT+2","Slightly","Not at all","Moderately","Slightly","I played it some time ago","26","Female","Slightly","Slightly","Until the end of middle school","Moderately","Yes, but I don't exactly know what it means","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7d4598f8-f391-4459-aadb-cb60ed38c6b0"
"2018/04/23 7:32:31 PM GMT+2","A lot","A lot","Moderately","Extremely","No / not yet","14","Male","Moderately","Moderately","Until the end of middle school","Moderately","Yes, but I don't exactly know what it means","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","kjldfalk","d95f06aa-fc7f-403a-bb1e-54f25afb9e37"
"2018/04/23 7:32:35 PM GMT+2","A lot","A lot","Moderately","Extremely","No / not yet","14","Male","Moderately","Moderately","Until the end of middle school","Moderately","Yes, but I don't exactly know what it means","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","kjldfalk","d95f06aa-fc7f-403a-bb1e-54f25afb9e37"
"2018/04/24 12:47:59 AM GMT+2","Extremely","A lot","A lot","Moderately","No / not yet","15","Female","A lot","A lot","Until the end of middle school","A lot","Yes, but I don't exactly know what it means","Yes","Not applicable: not played yet","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I do not know anything","2bd8c00c-bceb-4139-a50c-51b71c1f8d0f"
"2018/04/24 1:04:27 AM GMT+2","Extremely","A lot","Extremely","A lot","I just played for the first time","","","","","","","","","A bit","Edit the DNA of the bacterium","DNA sequences","Ampicillin","None of these","1","3","5","I don't know","None of these","4","4","5","2","3","4","2","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","Under blue light, when the GFP device is equipped","Flagella quickly disappear one by one","I don't know","it is a decent game I would just say the moving mechanics need some improvement , but other than the I think it is a fine program :)","2bd8c00c-bceb-4139-a50c-51b71c1f8d0f"
"2018/04/24 11:50:35 AM GMT+2","Extremely","Extremely","Extremely","Moderately","No / not yet","32","Female","A lot","Extremely","At least until master's degree","A lot","No","Yes","Not applicable: not played yet","I don't know","I don't know","I don't know","None of these","None of these","1","2","None of these","3","5","5","3","4","1","1","3","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","","8b1deb33-508e-4e02-9c96-599398db2346"
"2018/04/24 3:24:28 PM GMT+2","Moderately","Moderately","Extremely","A lot","No / not yet","12","Female","Extremely","Moderately","Until the end of middle school","A lot","No","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","f864bdfb-aefb-4667-bae5-ca10f3ed73ac"
"2018/04/24 4:30:15 PM GMT+2","A lot","A lot","A lot","Moderately","No / not yet","22","Prefer not to say","Not at all","Not at all","Until the end of middle school","Rarely","No","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4dbec2c0-b62d-4df7-a7f9-26768d5db115"
"2018/04/24 4:33:28 PM GMT+2","A lot","A lot","Extremely","Extremely","No / not yet","21","Male","Extremely","A lot","Until bachelor's degree","Extremely","Yes, and I know what it means","Yes","Not applicable: not played yet","I don't know","DNA sequences","Ampicillin","5","I don't know","I don't know","I don't know","None of these","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","1","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","","ae39a1db-9cb4-4982-8c96-8d675d0be27d"
"2018/04/24 5:06:13 PM GMT+2","Moderately","Moderately","Slightly","Moderately","I just played for the first time","","","","","","","","","A bit","Move the bacterium","Proteins","Ampicillin","I don't know","1","I don't know","I don't know","None of these","1","I don't know","2","I don't know","3","2","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","It generates green fluorescence in presence of arabinose inducer","I don't know","I don't know","I don't know","In front of the doors, when the GFP device is equipped","The bacterium glows","I don't know","","645c63c7-7855-4622-8f54-c28dc40456f7"
"2018/04/24 5:17:29 PM GMT+2","Moderately","Moderately","Extremely","A lot","I just played for the first time","","","","","","","","","A lot","Edit the DNA of the bacterium","DNA sequences","Ampicillin","I don't know","None of these","I don't know","3","5","3","I don't know","3","I don't know","None of these","4","5","I don't know","The bricks are not well-ordered","It makes it possible to move faster","It generates green fluorescence in presence of arabinose inducer","The bricks are not well-ordered","The bricks are not well-ordered","The bricks are not well-ordered","The bricks are not well-ordered","The bricks are not well-ordered","Under blue light, when the GFP device is equipped","Flagella quickly disappear one by one","I don't know","","f864bdfb-aefb-4667-bae5-ca10f3ed73ac"
"2018/04/24 6:27:31 PM GMT+2","Moderately","A lot","Extremely","A lot","No / not yet","46","Female","A lot","A lot","Until the end of high school","Rarely","Yes, but I don't exactly know what it means","Yes","Not applicable: not played yet","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","","98fb2a1e-d01b-4dda-8053-7e6cffabfb2c"
"2018/04/24 10:02:01 PM GMT+2","Moderately","Moderately","Moderately","Moderately","No / not yet","15","Prefer not to say","A lot","Moderately","Until the end of middle school","Moderately","Yes, but I don't exactly know what it means","Yes","Not applicable: not played yet","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","","027fb5ca-c40a-4977-852a-e448538061f2"
"2018/04/25 1:24:53 AM GMT+2","Extremely","Moderately","Not at all","Slightly","I played recently on an other computer","29","Female","Moderately","A lot","Until the end of high school","Moderately","No","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","756bdf58-4fd5-41b9-bfa3-541831952154"
"2018/04/25 4:45:08 PM GMT+2","Moderately","Moderately","Moderately","Moderately","No / not yet","20","Male","A lot","Moderately","Until the end of high school","A lot","No","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Hi","51f1ef77-ec48-4976-be1f-89b7cbd1afab"
"2018/04/25 4:47:35 PM GMT+2","A lot","A lot","A lot","Moderately","No / not yet","15","Male","A lot","A lot","Until the end of middle school","Rarely","No","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1e94b693-df8f-4ad0-9f02-4aac6929bdaa"
"2018/04/25 5:45:14 PM GMT+2","A lot","A lot","A lot","Moderately","I just played for the first time","","","","","","","","","A lot","Edit the DNA of the bacterium","RNA sequences","Ampicillin","None of these","1","I don't know","None of these","None of these","None of these","None of these","3","5","2","4","5","I don't know","The bricks are not well-ordered","It makes it possible to move faster","It generates green fluorescence in presence of arabinose inducer","The bricks are not well-ordered","The bricks are not well-ordered","The bricks are not well-ordered","The bricks are not well-ordered","The bricks are not well-ordered","Under blue light, when the GFP device is equipped","Flagella quickly disappear one by one","I don't know","nice game, but it isn't available in german. I had struggles with the names of the codes. ","1e94b693-df8f-4ad0-9f02-4aac6929bdaa"
"2018/04/25 7:04:36 PM GMT+2","A lot","A lot","Slightly","A lot","I just played for the first time","","","","","","","","","Moderately","Move the bacterium","Amino-acids","GFP","3","3","3","3","3","3","3","3","3","3","3","3","3","It generates green fluorescence in presence of arabinose inducer","It generates green fluorescence","It generates green fluorescence in presence of arabinose inducer","It generates green fluorescence in presence of arabinose inducer","It makes it possible to move faster","It makes it possible to move faster","It generates green fluorescence in presence of arabinose inducer","It generates green fluorescence in presence of arabinose inducer","Under blue light, all the time","The bacterium dies","It is active only in arabinose clouds","","eb6293d0-f9a9-44ac-8182-90613903caed"
"2018/04/25 7:41:27 PM GMT+2","Not at all","Not at all","Extremely","Not at all","No / not yet","21","Female","A lot","Moderately","Until the end of high school","Rarely","No","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","c42aa7cf-daf4-4b18-a9b1-9e783789670c"
