"Timestamp","Are you interested in video games?","Do you play video games?","How old are you?","What is your gender?","How long have you studied biology?","Are you interested in biology?","Before playing Hero.Coli, had you ever heard about synthetic biology?","Before playing Hero.Coli, had you ever heard about BioBricks?","Have you ever played an older version of Hero.Coli before?","Have you played the current version of Hero.Coli?","Have you played the arcade cabinet version of Hero.Coli?","Have you played the Android version of Hero.Coli?","In order to modify the abilities of the bacterium, you have to...","What are BioBricks and devices?","What is the name of this BioBrick?","What is the name of this BioBrick?","What is the name of this BioBrick?","What is the name of this BioBrick?","What does this BioBrick do?","What does this BioBrick do?","What does this BioBrick do?","What does this BioBrick do?","Pick the case where the BioBricks are well-ordered:","When does green fluorescence happen?","What happens when you unequip the movement device?","What is this?","What does this device do?","What does this device do?","What does this device do?","What does this device do?","What does this device do?","What does this device do?","What does this device do?","What does this device do?","Guess: what would a device producing l-arabinose do, if it started with a l-arabinose-induced promoter?","Guess: the bacterium would glow yellow...","What is the species of the bacterium of the game?","What is the scientific name of the tails of the bacterium?","Find the antibiotic:","You can write down remarks here.","Do not edit -  pre-filled anonymous ID"
"2017/12/29 5:45:24 AM GMT+1","A lot","A lot","24","Male","Until bachelor's degree","Extremely","Yes","Yes","No","No","No","No","Edit the DNA of the bacterium","DNA sequences","Terminator","Promoter","Coding Sequence","RBS","It shows the end of the device","It controls when the device is active","It controls which protein is produced, and thus which ability is affected","It controls the level of expression, and thus how much the ability will be affected","Option 1","Under blue light, when the GFP device is equipped","I don't know","I don't know","It generates green fluorescence","I don't know","It generates antibiotic resistance","It generates green fluorescence in presence of l-arabinose","It generates green fluorescence","It makes it possible to move faster","It generates antibiotic resistance","It generates green fluorescence in presence of l-arabinose","After being induced, it would produce more and more l-arabinose, because it would induce itself","If it produced YFP under cyan light","I don't know","Flagella","Ampicillin","","c72428fa-9b8e-435d-a9cf-12b94021a5be"
"2017/12/29 5:46:36 AM GMT+1","Moderately","Moderately","22","Male","Until bachelor's degree","A lot","Yes","No","No","No","No","No","Edit the DNA of the bacterium","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","E. Coli","Flagella","Ampicillin","","b1713f54-e916-4bd1-b000-e4cfaf329723"
"2017/12/29 5:59:59 AM GMT+1","Moderately","Moderately","38","Female","Until the end of high school","Moderately","I don't know","I don't know","No","No","No","No","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","Flagella quickly disappear one by one","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","It would produce l-arabinose all the time","If it produced GFP under yellow light","E. Coli","Flagella","Ampicillin","","c41b8773-4a6b-4cc9-a305-8aca07fe462c"
"2017/12/29 6:19:08 AM GMT+1","Slightly","Rarely","39","Male","At least until master's degree","Extremely","Yes","Yes","I don't know","No","No","I don't know","I don't know","DNA sequences","Terminator","Protomer","Coding Sequence","RBS","It shows the end of the device","It controls the level of expression, and thus how much the ability will be affected","It controls which protein is produced, and thus which ability is affected","It controls the level of expression, and thus how much the ability will be affected","Option 1","Under blue light, when the GFP device is equipped","Flagella quickly disappear one by one","A plasmid - it makes it possible to equip an additional device","It generates green fluorescence","It makes it possible to move faster","It generates antibiotic resistance","It generates green fluorescence in presence of l-arabinose","It generates green fluorescence","It makes it possible to move faster","It generates antibiotic resistance","It generates green fluorescence in presence of l-arabinose","It would produce l-arabinose all the time","If it produced YFP under cyan light","E. Coli","Flagella","Ampicillin","","c2feb0f9-e005-4fe1-a1e4-6a4d2eb0e08c"
"2017/12/29 6:27:07 AM GMT+1","Moderately","Rarely","24","Male","Until the end of high school","Slightly","No","No","No","No","No","No","Edit the DNA of the bacterium","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","","b142dbaa-4348-4a23-b23b-e3264efcbd28"
"2017/12/29 7:26:31 AM GMT+1","I don't know","Not at all","23","Male","At least until master's degree","Extremely","Yes","Yes","No","No","No","No","Edit the DNA of the bacterium","DNA sequences","Terminator","Promoter","Coding Sequence","RBS","It shows the end of the device","It controls when the device is active","It controls which protein is produced, and thus which ability is affected","It controls the level of expression, and thus how much the ability will be affected","Option 1","Under blue light, when the GFP device is equipped","Flagella quickly disappear one by one","Algae from the game's scenery","It generates green fluorescence","It makes it possible to move faster","It generates antibiotic resistance","It generates green fluorescence in presence of l-arabinose","It generates green fluorescence","It makes it possible to move faster","It generates antibiotic resistance","It generates green fluorescence in presence of l-arabinose","After being induced, it would produce more and more l-arabinose, because it would induce itself","If it produced YFP under cyan light","E. Coli","Flagella","Ampicillin","","94432207-f2fb-478d-99df-307e2add7692"
"2017/12/29 11:15:00 AM GMT+1","Moderately","Moderately","23","Female","Until the end of high school","Slightly","No","No","No","No","No","No","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","Flagella","Ampicillin","","aa969014-cc0f-4be3-a4b7-34d7f92724a5"
"2017/12/29 11:39:06 AM GMT+1","Moderately","Moderately","26","Female","At least until master's degree","Extremely","Yes","No","No","No","No","No","Edit the DNA of the bacterium","I don't know","Terminator","Promoter","Coding Sequence","I don't know","It shows the end of the device","It controls which protein is produced, and thus which ability is affected","It controls when the device is active","It controls the level of expression, and thus how much the ability will be affected","Option 2","I don't know","I don't know","I don't know","It generates green fluorescence","I don't know","It generates antibiotic resistance","It generates green fluorescence in presence of l-arabinose","It generates green fluorescence","It makes it possible to move faster","It generates antibiotic resistance","It generates green fluorescence in presence of l-arabinose","After being induced, it would produce more and more l-arabinose, because it would induce itself","If it produced YFP under cyan light","E. Coli","Flagella","Ampicillin","","5b01d462-e931-4c68-b8fb-992c6fce82d9"
"2017/12/29 1:28:32 PM GMT+1","A lot","Moderately","27","Male","At least until master's degree","A lot","Yes","No","No","No","No","No","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","Flagella","Ampicillin","","c5e22da7-9d7f-4917-a7e9-f4f96d41c97e"
"2017/12/29 2:29:01 PM GMT+1","A lot","Moderately","27","Female","At least until master's degree","Extremely","Yes","Yes","No","No","No","No","Edit the DNA of the bacterium","DNA sequences","Terminator","Promoter","Coding Sequence","I don't know","It shows the end of the device","It controls when the device is active","It controls which protein is produced, and thus which ability is affected","I don't know","Option 1","In front of the doors, when the GFP device is equipped","Flagella quickly disappear one by one","I don't know","It generates green fluorescence","I don't know","It generates antibiotic resistance","It generates green fluorescence","It generates green fluorescence","It makes it possible to move faster","It generates antibiotic resistance","It generates green fluorescence","After being induced, it would produce more and more l-arabinose, because it would induce itself","If it produced YFP under cyan light","E. Coli","Flagella","Ampicillin","","c1c5ff54-04b3-4d30-b7de-ca1baa8072cf"
"2017/12/29 3:22:15 PM GMT+1","Moderately","Moderately","18","Female","Until the end of high school","Extremely","Yes","No","No","No","No","No","Edit the DNA of the bacterium","DNA sequences","Terminator","Promoter","Coding Sequence","GFP","It shows the end of the device","It controls which protein is produced, and thus which ability is affected","It controls which protein is produced, and thus which ability is affected","It controls when the device is active","Option 1","Under blue light, when the GFP device is equipped","Flagella quickly disappear one by one","A plasmid - it makes it possible to equip an additional device","It generates green fluorescence","I don't know","It generates antibiotic resistance","It generates green fluorescence in presence of l-arabinose","It generates green fluorescence","It makes it possible to move faster","It generates antibiotic resistance","It generates green fluorescence in presence of l-arabinose","After being induced, it would produce more and more l-arabinose, because it would induce itself","If it produced YFP under cyan light","Hero.Coli","Flagella","Ampicillin","","0eded3b9-4dc3-4cc6-ac3f-a5765c62c220"
"2017/12/29 4:56:23 PM GMT+1","A lot","Moderately","24","Male","At least until master's degree","Extremely","Yes","Yes","No","No","No","No","I don't know","DNA sequences","Terminator","Promoter","Coding Sequence","RBS","It shows the end of the device","It controls the level of expression, and thus how much the ability will be affected","It controls which protein is produced, and thus which ability is affected","It controls the level of expression, and thus how much the ability will be affected","Option 1","Under blue light, when the GFP device is equipped","Flagella quickly disappear one by one","I don't know","It generates green fluorescence","It makes it possible to move faster","It generates antibiotic resistance","It generates green fluorescence","It generates green fluorescence","It makes it possible to move faster","It generates antibiotic resistance","It generates green fluorescence in presence of l-arabinose","After being induced, it would produce more and more l-arabinose, because it would induce itself","If it produced YFP under cyan light","E. Coli","Flagella","Ampicillin","","e7367ba3-8b00-4484-84b7-4a5d5c8ce8f8"
"2017/12/29 6:21:53 PM GMT+1","Slightly","Not at all","25","Male","At least until master's degree","Extremely","Yes","Yes","No","No","No","No","Edit the DNA of the bacterium","DNA sequences","Terminator","Protomer","Coding Sequence","RBS","It controls which protein is produced, and thus which ability is affected","It controls the level of expression, and thus how much the ability will be affected","It controls which protein is produced, and thus which ability is affected","It controls the level of expression, and thus how much the ability will be affected","Option 1","Under blue light, when the GFP device is equipped","I don't know","A plasmid - it makes it possible to equip an additional device","It generates green fluorescence","It makes it possible to move faster","It generates antibiotic resistance","It generates green fluorescence in presence of l-arabinose","It generates green fluorescence","It makes it possible to move faster","It generates antibiotic resistance","It generates green fluorescence in presence of l-arabinose","After being induced, it would produce more and more l-arabinose, because it would induce itself","If it produced YFP under cyan light","E. Coli","Flagella","Ampicillin","","753f1c00-e1bb-4f6a-b3d7-ee9a183a0223"
"2017/12/29 6:25:11 PM GMT+1","Extremely","Extremely","30","Male","At least until master's degree","Extremely","Yes","Yes","No","No","No","No","Edit the DNA of the bacterium","I don't know","Terminator","Protomer","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","","43128fa8-2164-4ea6-8f09-d5560c0cde17"
"2017/12/29 7:09:27 PM GMT+1","Moderately","Moderately","35","Male","At least until master's degree","Moderately","Yes","No","No","No","No","No","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","Flagella","Ampicillin","By making someone take the survey before they can even look at the game, you are going to get a lot of ""I don't know"" answers.","e6b48ca3-f3c6-4249-beda-e90bcca5e438"
"2017/12/29 9:52:14 PM GMT+1","A lot","Moderately","25","Male","Until bachelor's degree","Extremely","Yes","No","No","No","No","No","Edit the DNA of the bacterium","DNA sequences","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","E. Coli","Flagella","Ampicillin","","20c4ce68-965f-4bad-aa96-951f5806bfac"
"2017/12/29 10:00:37 PM GMT+1","Moderately","Rarely","21","Prefer not to say","Until bachelor's degree","Extremely","Yes","No","No","No","No","No","Edit the DNA of the bacterium","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","Under blue light, when the GFP device is equipped","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","If it produced YFP under cyan light","E. Coli","Flagella","Ampicillin","You should have made the questions about biobrick optional. I dont know anything about them, so I answered I dont know in most questions. Also, suggest us a book to read in case I want to learn about synthetic biology.","bd853d19-8133-46f8-a1b7-51dcdb4b301a"
"2017/12/29 10:38:44 PM GMT+1","Extremely","A lot","28","Male","Until bachelor's degree","Moderately","Yes","No","No","No","No","No","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","Flagella","Ampicillin","","f2bc6ace-de55-441d-a087-95fb40c52c7a"
"2017/12/29 11:38:46 PM GMT+1","Extremely","A lot","28","Male","Until bachelor's degree","Moderately","Yes","No","No","Once","No","No","Edit the DNA of the bacterium","DNA sequences","Terminator","Promoter","Protein","GFP","It shows the end of the device","It controls when the device is active","It controls which protein is produced, and thus which ability is affected","It controls the level of expression, and thus how much the ability will be affected","Option 1","Under blue light, when the GFP device is equipped","Flagella quickly disappear one by one","A plasmid - it makes it possible to equip an additional device","It generates green fluorescence","It makes it possible to move faster","It generates antibiotic resistance","It generates green fluorescence in presence of l-arabinose","It generates green fluorescence","It makes it possible to move faster","It generates antibiotic resistance","It generates green fluorescence in presence of l-arabinose","After being induced, it would produce more and more l-arabinose, because it would induce itself","If it produced YFP under cyan light","E. Coli","Flagella","Ampicillin","you can get stuck at the checkpoint that is meant to be reached after getting resistance to ampicillin because you can make it past the small amount of ampicillin to open the door before dying, but once past, there is no way back.","f2bc6ace-de55-441d-a087-95fb40c52c7a"
"2017/12/29 11:44:10 PM GMT+1","A lot","A lot","23","Male","Until bachelor's degree","A lot","Yes","Yes","No","No","No","No","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","After being induced, it would produce more and more l-arabinose, because it would induce itself","If it produced YFP under cyan light","I don't know","Flagella","Ampicillin","","b3bfa575-af36-417d-a7fa-8e6043d9281f"
"2017/12/29 11:49:18 PM GMT+1","Extremely","Extremely","25","Male","At least until master's degree","Extremely","Yes","Yes","No","No","No","No","I don't know","DNA sequences","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","Under blue light, when the GFP device is equipped","Flagella quickly disappear one by one","A plasmid - it makes it possible to equip an additional device","It generates green fluorescence","It makes it possible to move faster","It generates antibiotic resistance","It generates green fluorescence in presence of l-arabinose","It generates green fluorescence","It makes it possible to move faster","It generates antibiotic resistance","It generates green fluorescence in presence of l-arabinose","After being induced, it would produce more and more l-arabinose, because it would induce itself","If it produced YFP under cyan light","E. Coli","Flagella","Ampicillin","","57bbc329-6a6c-4034-a462-a7e7940067dd"
"2017/12/30 12:45:12 AM GMT+1","A lot","Moderately","28","Male","At least until master's degree","Extremely","Yes","Yes","No","No","No","No","I don't know","DNA sequences","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","After being induced, it would produce more and more l-arabinose, because it would induce itself","If it produced YFP under cyan light","I don't know","Flagella","Ampicillin","","c0b34a67-43ea-479f-b5e6-890f0a851687"
"2017/12/30 12:50:52 AM GMT+1","Extremely","A lot","20","Prefer not to say","At least until master's degree","Extremely","Yes","Yes","No","No","No","No","Edit the DNA of the bacterium","DNA sequences","Translator","Promoter","Coding Sequence","PCR","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","It generates green fluorescence","It makes it possible to move faster","It generates antibiotic resistance","It generates green fluorescence","I don't know","I don't know","I don't know","I don't know","After being induced, it would produce more and more l-arabinose, because it would induce itself","If it produced YFP under cyan light","I don't know","Flagella","Ampicillin","","cde3a090-b826-4dec-a2d7-1e53a2caaf66"
"2017/12/30 5:40:19 AM GMT+1","Extremely","Extremely","35","Male","At least until master's degree","Extremely","Yes","Yes","No","No","No","No","Edit the DNA of the bacterium","DNA sequences","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","Flagella","Ampicillin","Why am I answering these questions when I haven't even played the game yet?","7478fcd6-5e79-4fb7-867b-3d31dd936f4d"
"2017/12/30 6:28:18 AM GMT+1","Slightly","Rarely","27","Male","Until bachelor's degree","Extremely","Yes","No","No","No","No","No","Edit the DNA of the bacterium","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","It would produce nothing since it induces itself","If it produced YFP under cyan light","Hero.Coli","Flagella","Ampicillin","","41d09e13-d5bf-4647-ba68-3d6f236b7cce"
"2017/12/30 11:59:29 AM GMT+1","Moderately","Moderately","37","Male","Until bachelor's degree","Moderately","No","No","No","No","No","No","Edit the DNA of the bacterium","Proteins","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","","95209f6d-7f29-46b3-b44c-421118171b86"
"2017/12/30 12:01:56 PM GMT+1","A lot","A lot","33","Prefer not to say","Until bachelor's degree","A lot","I don't know","No","Once","A few times","No","No","Edit the DNA of the bacterium","I don't know","I don't know","I don't know","I don't know","ATP","I don't know","It controls when the device is active","I don't know","It controls the level of expression, and thus how much the ability will be affected","Option 2","Under blue light, when the GFP device is equipped","The bacterium glows","An induced promoter, which works only in arabinose","It generates antibiotic resistance","I don't know","I don't know","It generates green fluorescence in presence of l-arabinose","It generates green fluorescence in presence of l-arabinose","It makes it possible to move faster","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","","4ab88799-9946-4cab-9084-d27f7cb8e20b"
"2017/12/30 12:42:11 PM GMT+1","A lot","A lot","24","Other","Until the end of high school","Moderately","Yes","No","No","Once","No","No","Edit the DNA of the bacterium","DNA sequences","Terminator","Promoter","I don't know","RBS","It shows the end of the device","It controls when the device is active","It controls which protein is produced, and thus which ability is affected","It controls the level of expression, and thus how much the ability will be affected","Option 1","Under blue light, when the GFP device is equipped","Flagella quickly disappear one by one","A plasmid - it makes it possible to equip an additional device","It generates green fluorescence","It makes it possible to move faster","It generates antibiotic resistance","It generates green fluorescence in presence of l-arabinose","It generates green fluorescence","It makes it possible to move faster","It generates antibiotic resistance","It generates green fluorescence in presence of l-arabinose","After being induced, it would produce more and more l-arabinose, because it would induce itself","If it produced YFP under cyan light","E. Coli","Flagella","Ampicillin","","8932d9b5-c2a2-41bf-86a9-f0009a58c669"
"2017/12/30 2:09:02 PM GMT+1","A lot","Moderately","25","Male","At least until master's degree","Extremely","Yes","No","No","No","No","No","Edit the DNA of the bacterium","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","A plasmid - it makes it possible to equip an additional device","It generates green fluorescence in presence of l-arabinose","I don't know","It generates antibiotic resistance","I don't know","I don't know","I don't know","It generates antibiotic resistance","I don't know","After being induced, it would produce more and more l-arabinose, because it would induce itself","If it produced RFP under yellow light","E. Coli","Flagella","Ampicillin","","1de2c296-2009-4866-b614-93665b6e09e3"
"2017/12/30 2:29:38 PM GMT+1","A lot","Moderately","25","Male","At least until master's degree","Extremely","Yes","No","No","Once","No","No","Edit the DNA of the bacterium","RNA sequences","Terminator","Promoter","Coding Sequence","GFP","It shows the end of the device","It controls when the device is active","It controls the level of expression, and thus how much the ability will be affected","It controls the level of expression, and thus how much the ability will be affected","Option 1","Under blue light, when the GFP device is equipped","Flagella quickly disappear one by one","I don't know","It generates green fluorescence in presence of l-arabinose","It makes it possible to move faster","It generates antibiotic resistance","It generates green fluorescence in presence of l-arabinose","It generates green fluorescence","It makes it possible to move faster","It generates antibiotic resistance","It generates green fluorescence","After being induced, it would produce more and more l-arabinose, because it would induce itself","If it produced GFP under yellow light","E. Coli","Flagella","Ampicillin","","1de2c296-2009-4866-b614-93665b6e09e3"
"2017/12/30 3:26:58 PM GMT+1","Extremely","Extremely","28","Male","Until bachelor's degree","Moderately","Yes","No","No","No","No","No","Edit the DNA of the bacterium","RNA sequences","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","Flagella quickly disappear one by one","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","After being induced, it would produce more and more l-arabinose, because it would induce itself","If it produced BFP under purple light","E. Coli","Flagella","Ampicillin","","3cdd1fb5-dc5b-4fde-be1d-2b6b0a24274c"
"2017/12/30 5:29:19 PM GMT+1","Moderately","Moderately","32","Male","At least until master's degree","Extremely","Yes","Yes","No","No","No","No","I don't know","DNA sequences","Terminator","Protomer","Coding Sequence","I don't know","It shows the end of the device","It controls when the device is active","It controls which protein is produced, and thus which ability is affected","I don't know","Option 1","I don't know","I don't know","A plasmid - it makes it possible to equip an additional device","It generates green fluorescence in presence of l-arabinose","It makes it possible to move faster","It generates antibiotic resistance","It generates green fluorescence in presence of l-arabinose","It generates green fluorescence in presence of l-arabinose","It makes it possible to move faster","It generates antibiotic resistance","It generates green fluorescence","It would produce nothing since it induces itself","If it produced YFP under cyan light","I don't know","Flagella","Ampicillin","","599cc5de-38ac-4a27-bd96-ed9adb4ad6bf"
"2017/12/30 7:54:38 PM GMT+1","A lot","Moderately","26","Male","Until bachelor's degree","A lot","Yes","No","No","No","No","No","Edit the DNA of the bacterium","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","Ampicillin","This survey is a bit much","5e69df86-1d71-4799-8712-0f636b07aec4"
"2017/12/30 10:41:33 PM GMT+1","Moderately","Rarely","30","Male","At least until master's degree","Extremely","Yes","Yes","No","No","No","No","Edit the DNA of the bacterium","DNA sequences","I don't know","Promoter","Coding Sequence","I don't know","I don't know","It controls the level of expression, and thus how much the ability will be affected","It controls which protein is produced, and thus which ability is affected","I don't know","Option 2","Under blue light, when the GFP device is equipped","I don't know","A plasmid - it makes it possible to equip an additional device","It generates green fluorescence","I don't know","It generates antibiotic resistance","It generates green fluorescence in presence of l-arabinose","It generates green fluorescence","It makes it possible to move faster","It generates antibiotic resistance","It generates green fluorescence in presence of l-arabinose","After being induced, it would produce more and more l-arabinose, because it would induce itself","If it produced YFP under cyan light","E. Coli","Flagella","Ampicillin","","692fe3ee-c9cc-452f-91b6-aeba2a8ccd9e"
"2017/12/31 1:22:12 AM GMT+1","Moderately","Moderately","19","Male","Until the end of high school","Slightly","No","No","No","No","No","No","Edit the DNA of the bacterium","DNA sequences","Terminator","Promoter","Coding Sequence","RBS","It shows the end of the device","It controls when the device is active","It controls the level of expression, and thus how much the ability will be affected","It controls which protein is produced, and thus which ability is affected","Option 1","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","It generates green fluorescence in presence of l-arabinose","I don't know","I don't know","It generates antibiotic resistance","It would produce nothing since it induces itself","If it produced YFP under cyan light","E. Coli","Flagella","I don't know","","02c59e5a-de64-4b3e-8ac4-bfa46479802f"
"2017/12/31 6:52:20 AM GMT+1","A lot","A lot","28","Male","Until the end of high school","A lot","No","No","No","No","No","No","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","Ampicillin","","890e7656-85de-4700-a9a9-a9977e17eae3"
"2017/12/31 9:21:00 AM GMT+1","Slightly","Rarely","19","Male","Until the end of high school","Moderately","Yes","Yes","No","No","No","No","Edit the DNA of the bacterium","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","E. Coli","Flagella","Ampicillin","","6f697ebf-4d71-4090-9fdf-938037d5dad3"
"2017/12/31 9:26:37 AM GMT+1","Extremely","A lot","30","Male","Until the end of high school","Moderately","Yes","No","No","No","No","No","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","E. Coli","Flagella","Arabinose","","2300eede-2391-462d-ac2d-7c97665b84e5"
"2017/12/31 9:46:05 AM GMT+1","Extremely","A lot","30","Male","Until the end of high school","Moderately","Yes","No","No","Once","No","No","Edit the DNA of the bacterium","DNA sequences","Terminator","Promoter","Coding Sequence","RBS","It shows the end of the device","It controls when the device is active","It controls which protein is produced, and thus which ability is affected","It controls the level of expression, and thus how much the ability will be affected","Option 1","Under blue light, when the GFP device is equipped","Flagella quickly disappear one by one","A plasmid - it makes it possible to equip an additional device","It generates green fluorescence","It makes it possible to move faster","It generates antibiotic resistance","It generates green fluorescence in presence of l-arabinose","It generates green fluorescence","It makes it possible to move faster","It generates antibiotic resistance","It generates green fluorescence in presence of l-arabinose","After being induced, it would produce more and more l-arabinose, because it would induce itself","I don't know","E. Coli","Flagella","Ampicillin","","2300eede-2391-462d-ac2d-7c97665b84e5"
"2017/12/31 8:39:47 PM GMT+1","Moderately","Moderately","23","Male","Until bachelor's degree","Extremely","Yes","Yes","No","No","No","No","Edit the DNA of the bacterium","DNA sequences","Terminator","Promoter","Coding Sequence","RBS","It shows the end of the device","It controls the level of expression, and thus how much the ability will be affected","It controls which protein is produced, and thus which ability is affected","It controls the level of expression, and thus how much the ability will be affected","Option 1","Under blue light, when the GFP device is equipped","Flagella quickly disappear one by one","A plasmid - it makes it possible to equip an additional device","It generates green fluorescence","It makes it possible to move faster","It generates antibiotic resistance","It generates green fluorescence in presence of l-arabinose","It generates green fluorescence","It makes it possible to move faster","It generates antibiotic resistance","It generates green fluorescence in presence of l-arabinose","After being induced, it would produce more and more l-arabinose, because it would induce itself","If it produced YFP under cyan light","E. Coli","Flagella","Ampicillin","","0af17e7b-45bd-4733-af38-856e750723d3"
"2018/01/01 5:10:30 PM GMT+1","Extremely","Extremely","21","Male","Until bachelor's degree","Extremely","Yes","No","No","No","No","No","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","E. Coli","Flagella","Ampicillin","","263487ad-f466-421c-b57e-92520ea14c7b"
"2018/01/02 1:06:11 AM GMT+1","Extremely","Extremely","33","Male","Until bachelor's degree","Moderately","Yes","No","No","No","No","No","Edit the DNA of the bacterium","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","Under blue light, when the GFP device is equipped","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","It would produce l-arabinose all the time","I don't know","Hero.Coli","Flagella","Ampicillin","","dceb4fa6-6bac-438e-b0eb-4011d7e99bdc"
